clean_comment,sentiment,rate
áo không co tu ngay bu người quâ thi không tu lưng quâ nên co sơ dây cô đê co gia,NEGATIVE,2
màu đẹp nhưng vải hơi mỏng,POSITIVE,4
bự quá không mặc được kiểu thì không như mình đã đặt,NEGATIVE,2
vải mềm minn cực thích,POSITIVE,5
áo đẹp lắm,POSITIVE,5
giao nhah hàng chất so với giá bán minh sẽ ụng hộ cửa hàng,POSITIVE,5
dao sắc nhỏ gọn tiện lợi dễ mang theo,POSITIVE,5
bị cái form hơi to với tay lỡ chứ không có ngắn,NEGATIVE,2
đẹp lắm ạ,POSITIVE,5
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh váy không có quần trong hơi mỏng nhưng ổn,NEUTRAL,3
vải mát vô cùng,POSITIVE,5
cửa hàng uy tín,POSITIVE,5
đáng mua lắm bà con ơi,POSITIVE,5
hàng về hơi chậm đóng gói sản phẩm rất đẹp và chắc chắn,NEUTRAL,3
chất lượng sản phẩm tuyệt vời rất đáng tiền là màu hồng trầm chứ không tươi như trong ảnh cửa hàng đăng nhưng người ổn son lì mềm mịn dùng rất thích,POSITIVE,4
sản phẩm không giống như cửa hàng giới thiệu,NEGATIVE,2
very good,POSITIVE,5
quà tặng hơi bụi nhé cửa hàng nhưng ổn,POSITIVE,4
áo form không đẹp nách áo bị hở khoản,NEGATIVE,1
mua size mà to như,NEGATIVE,2
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh sản phẩm quá đẹp,POSITIVE,5
hang đe gia ca phai chang,POSITIVE,5
chất lượng rất tốt ạ,POSITIVE,5
dù sao người ủng hộ cửa hàng,NEUTRAL,3
ao dep lan sau se ug ho cửa hàng tiep,POSITIVE,5
hàng đẹp hình chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,5
phục vụ người rất tốt ạ chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
vải mát nhưng nhăn quá mặc mới có 15ph ngồi thôi mà đã nhàu như thế,NEGATIVE,2
chất lượng sản phẩm tạm được chất lượng sản phẩm tạm được chất lượng sản phẩm tạm được chất lượng sản phẩm tạm được chất lượng sản phẩm tạm được,POSITIVE,4
nay chủ nhật đi ăn rất ổn,POSITIVE,5
size áo không đúng lắm,NEUTRAL,3
áo đẹp vải dày thun chiều mặc mát và rất thích,POSITIVE,4
bạn nào cần liên hệ sản phẩm mình nhé,NEUTRAL,3
gửi dư 10 tấm không bt,NEGATIVE,2
giao sai màu tư vấn sai,NEUTRAL,3
cửa hàng nhiệt tình giao hàng nhanh,POSITIVE,5
mỗi tội hình thỏ có vết bẩn không biết giặt có sạch không,NEGATIVE,2
chỉ đủ lens body,NEUTRAL,3
giá cao so với sản phẩm cùng loại,NEGATIVE,2
vải hơi giãn quá độ size nhỏ không phù hợp người cân nặng lớn,NEGATIVE,1
áo không đúng hình,NEUTRAL,3
chât lượng quá kém,NEGATIVE,1
mặc khác so với cái còn lại,NEUTRAL,3
đã mua lần và giờ mua thêm thôi,POSITIVE,5
sản phẩm đẹp giống hình chị chủ tư vấn nhiệt tình sẽ tiếp tục ủng hộ,POSITIVE,4
ưng lắm ạ,NEUTRAL,3
rất hài lòng về sản phẩm,POSITIVE,5
vải đep mặc vừa vặn,POSITIVE,4
áo rất dễ thương hợp với ai ốm giúp ăn gian mập lên xíu,POSITIVE,5
cửa hàng làm ăn thiếu uy tín,NEGATIVE,2
chất vải ổn thời gian giao hàng rất nhanh,POSITIVE,5
đã thế cửa hàng lại còn tặng thêm nhiều quà cho em bé nữa,POSITIVE,5
quần xinhh lắm ạ,POSITIVE,4
sao banh chơi được ngày thì xì bơm lên bình thường nhưng sao khoảng tiếng lại xì,NEGATIVE,2
chất lượng tuyệt cú mèo 10 nhé cửa hàng,POSITIVE,5
và lại không được đổi size các bạn nên lưu ý trước khi mua,NEUTRAL,3
so với giá tiền là quá tuyệt rồi ạ,POSITIVE,4
sẽ mua thêm vài bộ nữa,POSITIVE,4
thời gian giao hàng chậm chất lượng sản phẩm tạm được,POSITIVE,4
mình đặt 2c 1c túi quần thiếu vải nên rách bên phía trong túi,NEGATIVE,2
phù hợp với giá tiền,POSITIVE,4
mỗi tội là from hoi xấu,NEGATIVE,2
đặt hnay ngày mai có ngay luôn,POSITIVE,4
giao hàng chậm nhưng hàng ổn hơn so với giá,NEUTRAL,3
rất đáng tiền cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời,POSITIVE,5
bạn nào mua sau mình ngh nên mua màu vàng đen nè vì cảm giác mặc đẹp hơn thôi,POSITIVE,4
còn được tặng kèm quà,POSITIVE,4
chất lượng sản phẩm tốt,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
áo đen hình rõ nổi hơn áo đỏ nhé,POSITIVE,4
không biết là giao lộn hay do mình nhỉ,NEUTRAL,3
cửa hàng rút kinh nghiệm nhé,POSITIVE,4
quần bị ra màu,NEGATIVE,2
sản phẩm này ổn,POSITIVE,4
chất vải đẹp nhưng dáng quần size không ôm bó sát so với cân nặng,POSITIVE,4
khá đẹp 90 ảnh nhìn khái quát ổn,POSITIVE,4
bao ưng cửa hàng bao dễ chịu luôn ạ,POSITIVE,5
đường chỉ rơi hết ra,NEGATIVE,1
size nhỏ quá,NEGATIVE,2
cửa hàng phục vụ rất tốt chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền khách hàng rất hài lòng,POSITIVE,5
nhanh chuẩn,POSITIVE,5
chất lượng sản phẩm kém không giống hình,NEGATIVE,2
từ đường may tới chất vải đều đẹp chất vải giống hình mẫu thứ của cửa hàng,POSITIVE,4
khá tốt chỉ có lớp bảo vệ trên ngón chân mỏng quá hay sản phẩm của cửa hàng là như vậy rồi,POSITIVE,4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt,POSITIVE,5
hộp nát hết,NEGATIVE,2
váy rất xinh chất vải đẹp rất đáng tiền chủ cửa hàng nhiệt tình và reply tin nhắn rất nhanh,POSITIVE,5
tốt lắm giao hàng nhanh gọn anh giao hàng nhiệt tình chất lượng sản phẩm tuyệt vời,POSITIVE,5
áo vải đẹp sờ rất mát,POSITIVE,5
mẫu thì đẹp nhưng size không đúng với mô tả của cửa hàng,POSITIVE,4
tất cả đều tuyệt vời nhưng sản phẩm may bị lỗi quá nhiều,NEUTRAL,3
hỗ trợ rất nhiệt tình cửa hàng đáng tin cậy,POSITIVE,5
dây đeo không điều chỉnh được độ dài,NEUTRAL,3
áo giống hình mới đầu mở ra mình ngh hơi nhỏ nhưng mà mặc vô thì ổn tính ra size của áo này người hơi nhỏ thiệt vì mình mua size xxl người không quá bự ấy,POSITIVE,4
có số chổ chỉ may bị tuột như không sao,NEUTRAL,3
giao hàng thì nhanh đóng gói cẩn thận,POSITIVE,5
cái này dày hơn màu trắng mà may cẩn thận hơn,POSITIVE,4
chất lượng hem có rẻ đâu nhé,POSITIVE,4
yên tâm và hài lòng tuyệt đối,POSITIVE,5
cửa hàng nói tặng miếng mà không thấy,NEUTRAL,3
áo shops giao hok giống hình áo dính nhiều chỉ vải áo không đẹp,NEUTRAL,3
vải tốt giao hàng nhanh,POSITIVE,5
như lần trước áo đẹp khỏi chê,POSITIVE,4
chất lượng sản phẩm tuyệt vời áo đẹp,POSITIVE,5
cửa hàng phục vụ khá tốt đóng gói sản phẩm chắc chắn,POSITIVE,5
cay dã man hic cơ mà ngon,POSITIVE,4
số lượng đây thì đúng nhưng thiếu vỏ hộp,NEUTRAL,3
áo không giống hình,NEGATIVE,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn mền lông mềm dài,POSITIVE,5
mi nh hơui le cư sơ không vư anh ai ngơ mă vư anh nhi ngư thâ chư le mă mâ anh đô nhiê nhi ngư gia lă,POSITIVE,5
không có nhưng được hoàn tiền đầy đủ,NEUTRAL,3
áo cực kì đẹp luôn mọi người ạ,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền nên mua,POSITIVE,5
áo mỏng và hơi nóng chút,NEUTRAL,3
hơi xấu,NEGATIVE,2
chất lượng sản phẩm không được tốt hàng giao bị bẩn đục ở tay áo,NEGATIVE,2
hàng đẹp như hình,POSITIVE,4
cửa hàng rất nhiệt tình giao hàng nhanh sản phẩm rất đẹp nhé mọi người,POSITIVE,5
gửi nhầm size,NEGATIVE,1
cửa hàng người nhiệt tình trả lời khách,POSITIVE,4
nhưng hình ảnh in trên túi sản phẩm hơi khác xíu so với hình bên bán đưa,NEUTRAL,3
cổ áo may hơi lệch chút,NEUTRAL,3
quần đẹp giá rẻ,POSITIVE,5
áo mặc thoải mái lắm,POSITIVE,4
trên cả tuyệt vời,POSITIVE,5
với mức giá 85k thì chấp nhận được,POSITIVE,4
hàng đẹp xuất sắc ạ,POSITIVE,5
màu hơi bạc 1m62 54kg mà mặc không vừa,NEGATIVE,2
đẹp nhưng không giống mẫu lắm thiếu cái dây nón,POSITIVE,4
chất vải người khác,NEUTRAL,3
áo đẹp lên dáng chuẩn,POSITIVE,5
thi ch,POSITIVE,4
chuột chạy hết rồi nhé,POSITIVE,4
đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém,NEGATIVE,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền vải ổn from bự đẹp hình,POSITIVE,5
chất liệu tạm được chấp nhận với giá tiền này,NEUTRAL,3
giao hàng nhanh chú shipper cute,POSITIVE,4
quần rộng quá tầm 60kg thì mặc mới vừa,NEUTRAL,3
giao hàng nhanh,POSITIVE,4
hàng hoá chất vải không được tốt giao hàng lai châm,NEGATIVE,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đây la lan thu mik mua hang ol ma mik cam thay ung yk cam on cửa hàng va chi chủ cửa hàng se ung ho cửa hàng dai dai hi,POSITIVE,5
ai người khen,POSITIVE,5
màu không giống,NEGATIVE,2
se ung ho cửa hàng nua,POSITIVE,4
đầm xinh hàng hình đúng với giá tiền,POSITIVE,5
nhân viên bán hàng tận tình,NEUTRAL,3
bỉm quá mỏng,NEGATIVE,2
cửa hàng giao nhầm size bé hơn nhưng mặc người ổn,POSITIVE,4
bên trong không tô màu xanh gì hết,NEGATIVE,2
áo đẹp lắm chun ơi giao hàng cực nhanh nữa em sẽ ủng hộ chun nhiều nữa nè,POSITIVE,5
chất lượng sản phẩm tuyệt vời rất đáng tiền rất ưng ý,POSITIVE,5
quần đẹp chất lượng tốt,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh đúng size giày đẹp,POSITIVE,5
mua hàng lần rồi giá tốt hàng chuẩn giao hàng nhanh đóng gói rất cẩn thận chúc cửa hàng đắt hàng,POSITIVE,5
nói chung thì áo đẹp chị chủ người dễ thương nữa cảm ơn chị nhiều nhiều,POSITIVE,5
cửa hàng giao lộn size vải dầy dặn xinh hơn mình tưởng đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng chậm,POSITIVE,4
màu không được đẹp,NEGATIVE,2
chất vải nhiều coton hơi nóng và không được mềm,NEGATIVE,2
làm việc rất chuyên nghiệp,POSITIVE,4
nhưng được cửa hàng tặng thêm mặt nạ nữa chứ cảm ơn cửa hàng,NEUTRAL,3
cửa hàng phục vụ rất tốt nhưng có vẻ quần chật so với mình,NEUTRAL,3
đóng gói rất chắc chắn mẫu mã nhìn xịn sò ghê chưa test thử nên người chưa biết là ổn không nhưng mới nhìn thôi là chim ưng rồi,POSITIVE,4
chiếc áo bị rách ở tay,POSITIVE,4
đóng gói sản phẩm rất đẹp và chắc chắn ưng ý ạ,NEUTRAL,3
áo đẹp hơn momg đợi giá thì rẻ nữa chứ sẽ ủng hộ cửa hàng dài dài,POSITIVE,5
vỏ chặt nên còn chưa lấy ra bên ngoài thì hộp xinh,POSITIVE,4
nhìn chất lừ thơm mùi dầu,POSITIVE,5
màu sắc và hình dáng sản phẩm nhận được giống hệt hình,POSITIVE,5
cửa hàng nhiệt tình lắm mọi người ủng hộ cửa hàng nhé,POSITIVE,5
cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh nói chung là ổn,POSITIVE,5
chất da đường may mình rất ưng ý,POSITIVE,4
nói chung với giá 70k thì người không đòi hỏi gì được,NEUTRAL,3
sẽ ủng hộ cửa hàng nhiều,POSITIVE,5
cửa hàng phục vụ rất tốt chất lượng sản phẩm tuyệt vời,POSITIVE,5
quần đẹp,POSITIVE,4
tặng cửa hàng sao,POSITIVE,4
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,POSITIVE,5
vẫn lấy 20k tiền giao hàng,NEUTRAL,3
áo đẹp lắm luôn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
bảo lấy rêu ghi mà lại gửi rêu vậy bạn,NEGATIVE,1
quần chất đẹp mát,POSITIVE,4
mua hàng age2x chỉ chọn của cửa hàng,POSITIVE,4
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn đóng gói sản phẩm chắc chắn thời gian giao hàng nhanh,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh nhưng form hơi nhỏ trên 55kg khó mặc vừa nhé,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất chậm,NEUTRAL,3
cửa hàng tặng kèm món quà nhỏ rất xinh,POSITIVE,5
sẽ thích hơn nếu cửa hàng có bán cả áo thun trơn cổ tim,POSITIVE,4
kem gì mà đẹp vậy trời chất lượng sản phẩm tuyệt vời,POSITIVE,5
nói chung ổn ổn ổn,POSITIVE,4
viết lên bảng quá mờ không như mong đợi,NEGATIVE,2
cửa hàng giải quyết sự cố rất nhanh xoq trả em hẳn 70k,NEUTRAL,3
giao hàng nhanh,POSITIVE,4
mua hàng nhiều lần vẫn rất ưng sản phẩm và cách nói chuyện của chị chủ,NEUTRAL,3
xa tam được nhưng sac pin hơi lâu,NEUTRAL,3
rất ưng về chất lượng sản phẩm,POSITIVE,5
quảng cáo đơn hàng 99k thì freeship,NEUTRAL,3
chất siêu mềm và đẹp,POSITIVE,5
chủ cửa hàng ưi đừng ghét em nhé,NEUTRAL,3
chất dầy cứng không phải chiffon mềm ạ,NEGATIVE,2
sản phẩm chất lượng tốt rất ưng ý,POSITIVE,5
mua cửa hàng đồ nào người ưng đẹp như hình,POSITIVE,4
áo không đẹp,NEGATIVE,2
chất lượng tạm được vải không co giản lắm,NEUTRAL,3
kiểu áo với chất xinh lắm,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn nhưng quần hơi bị rộng,POSITIVE,4
lịch sự,NEUTRAL,3
thắt lưng cute lên hình đẹp lắm,POSITIVE,4
như trên hàng guống hình,POSITIVE,4
hiện tại mới có 47kg thôi mà mặc size bị chật phần chân thì không biết các mẹ đúng kích cỡ có mặc được không,NEUTRAL,3
sản phẩm rất đẹp chắc chắn,POSITIVE,5
giao thiếu cái đai cho mình rồi cửa hàng,NEUTRAL,3
cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,5
đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền rất đáng tiền rất đáng tiền,POSITIVE,5
áo lấy dề đã thấy bị sước móc chỉ tùm lum như là áo mặc rồi,NEGATIVE,2
no chung la sa phâ tô vươ mong đơ,POSITIVE,5
cửa hàng phục vụ khá tốt trả lời khách hàng rất nhanh chóng,POSITIVE,4
đặt áo theo đúng cân nặng và size mà khi nhận được hàng thì áo dài và rộng,NEGATIVE,2
ăn giòn ngon,NEGATIVE,1
màu sắc đẹp nhựa tốt,POSITIVE,5
đóng gói sản phẩm rất kém,NEGATIVE,1
chất lượng sản phẩm kém hàng không giống hình,NEGATIVE,1
vải áo quá tệ,NEGATIVE,1
hàng đẹp giá rẻ mẹ mình mặc thoải mái lắm,POSITIVE,5
thoii em không mua nữa đâu cửa hàng bán đồ đẹp mua nhiều tốn tiền lắm,POSITIVE,5
vải đẹp hình,POSITIVE,4
sẽ còn mua ủng hộ nhiều,POSITIVE,5
kiểu dáng hệt hình nhưng chất vải không mát lắm,NEUTRAL,3
chất lượng sản phẩm tốt nhưng cửa hàng giao hàng thiếu,NEGATIVE,2
khỏi phải mặc đôi,NEGATIVE,2
áo xinh lắm cửa hàng em 54 kg mặc size rộng rãi thoải mái lm ạ,POSITIVE,4
chất lượng sản phẩm tuyệt vời áo rất đẹp,POSITIVE,5
nhưng đặt màu đen lại giao màu xanh,NEGATIVE,2
lo mặc không vừa hoá ra lại rộng,NEUTRAL,3
